,minimum,maximum,percentiles,delays,mean
122400,323811,324150,"{0.1: 323816.0, 0.2: 323824.0, 0.3: 323858.0, 0.4: 323866.0, 0.5: 323920.0, 0.6: 323982.0, 0.7: 324033.0, 0.8: 324048.0, 0.9: 324120.0}",3205,323945.6666666667
126000,324159,325519,"{0.1: 324180.0, 0.2: 324230.0, 0.3: 324232.0, 0.4: 324275.0, 0.5: 324429.0, 0.6: 324813.0, 0.7: 325210.0, 0.8: 325217.0, 0.9: 325312.0}",4017,324667.0833333333
129600,325699,327095,"{0.1: 325759.0, 0.2: 326256.0, 0.3: 326285.0, 0.4: 326305.0, 0.5: 326343.5, 0.6: 326858.0, 0.7: 327040.0, 0.8: 327058.0, 0.9: 327064.0}",3423,326508.8333333333
133200,326932,327199,"{0.1: 326961.0, 0.2: 326971.0, 0.3: 326972.0, 0.4: 326997.0, 0.5: 327028.0, 0.6: 327045.0, 0.7: 327073.0, 0.8: 327107.0, 0.9: 327195.0}",3287,327042.3333333333
136800,326933,328428,"{0.1: 326937.0, 0.2: 326944.0, 0.3: 326961.0, 0.4: 326964.0, 0.5: 327024.5, 0.6: 327372.0, 0.7: 328115.0, 0.8: 328362.0, 0.9: 328369.0}",6209,327452.8333333333
140400,328373,329108,"{0.1: 328453.0, 0.2: 328476.0, 0.3: 328486.0, 0.4: 328559.0, 0.5: 328602.0, 0.6: 328656.0, 0.7: 328691.0, 0.8: 328701.0, 0.9: 328747.0}",4480,328621.1666666667
144000,327611,327977,"{0.1: 327620.0, 0.2: 327622.0, 0.3: 327630.0, 0.4: 327640.0, 0.5: 327715.5, 0.6: 327787.0, 0.7: 327790.0, 0.8: 327850.0, 0.9: 327956.0}",1241,327742.8333333333
147600,327675,328154,"{0.1: 327689.0, 0.2: 327701.0, 0.3: 327707.0, 0.4: 327787.0, 0.5: 327810.0, 0.6: 327848.0, 0.7: 327954.0, 0.8: 328021.0, 0.9: 328029.0}",3497,327848.75
151200,327884,328771,"{0.1: 327893.0, 0.2: 327906.0, 0.3: 327907.0, 0.4: 328013.0, 0.5: 328073.5, 0.6: 328644.0, 0.7: 328692.0, 0.8: 328734.0, 0.9: 328760.0}",4226,328279.25
154800,327682,328355,"{0.1: 327736.0, 0.2: 327773.0, 0.3: 327820.0, 0.4: 327866.0, 0.5: 328065.5, 0.6: 328071.0, 0.7: 328171.0, 0.8: 328299.0, 0.9: 328310.0}",1128,328017.8333333333
158400,327729,328479,"{0.1: 327731.0, 0.2: 327877.0, 0.3: 327881.0, 0.4: 327914.0, 0.5: 327983.5, 0.6: 328182.0, 0.7: 328259.0, 0.8: 328320.0, 0.9: 328365.0}",5037,328058.6666666667
162000,327508,328659,"{0.1: 327516.0, 0.2: 327546.0, 0.3: 327553.0, 0.4: 327612.0, 0.5: 327716.5, 0.6: 327958.0, 0.7: 328211.0, 0.8: 328272.0, 0.9: 328487.0}",1738,327896.25
165600,325877,327510,"{0.1: 326116.0, 0.2: 326272.0, 0.3: 326388.0, 0.4: 326460.0, 0.5: 326509.5, 0.6: 326666.0, 0.7: 326862.0, 0.8: 326977.0, 0.9: 327374.0}",169,326626.75
169200,324788,326047,"{0.1: 324879.0, 0.2: 325235.0, 0.3: 325279.0, 0.4: 325415.0, 0.5: 325861.0, 0.6: 325880.0, 0.7: 325903.0, 0.8: 325933.0, 0.9: 325985.0}",1246,325588.8333333333
