,minimum,maximum,percentiles,delays,mean
93600,322760,323745,"{0.1: 322906.0, 0.2: 322959.0, 0.3: 322985.0, 0.4: 323021.0, 0.5: 323121.5, 0.6: 323312.0, 0.7: 323376.0, 0.8: 323459.0, 0.9: 323496.0}",73,323188.5
97200,321828,322960,"{0.1: 322090.0, 0.2: 322123.0, 0.3: 322265.0, 0.4: 322278.0, 0.5: 322305.5, 0.6: 322392.0, 0.7: 322500.0, 0.8: 322735.0, 0.9: 322842.0}",0,322385.3333333333
100800,321518,321892,"{0.1: 321545.0, 0.2: 321618.0, 0.3: 321650.0, 0.4: 321686.0, 0.5: 321815.5, 0.6: 321828.0, 0.7: 321838.0, 0.8: 321868.0, 0.9: 321879.0}",113,321746.0833333333
104400,321046,322751,"{0.1: 321158.0, 0.2: 321328.0, 0.3: 321417.0, 0.4: 321523.0, 0.5: 321572.0, 0.6: 321597.0, 0.7: 322039.0, 0.8: 322565.0, 0.9: 322679.0}",0,321770.5833333333
108000,322147,323869,"{0.1: 322567.0, 0.2: 322672.0, 0.3: 322680.0, 0.4: 322976.0, 0.5: 323009.5, 0.6: 323300.0, 0.7: 323385.0, 0.8: 323595.0, 0.9: 323753.0}",133,323080.25
111600,322709,323566,"{0.1: 322763.0, 0.2: 322827.0, 0.3: 322871.0, 0.4: 323008.0, 0.5: 323166.5, 0.6: 323290.0, 0.7: 323292.0, 0.8: 323339.0, 0.9: 323428.0}",0,323118.8333333333
115200,322552,323670,"{0.1: 322608.0, 0.2: 322725.0, 0.3: 322816.0, 0.4: 323128.0, 0.5: 323128.5, 0.6: 323382.0, 0.7: 323545.0, 0.8: 323658.0, 0.9: 323661.0}",117,323166.8333333333
118800,323595,324014,"{0.1: 323707.0, 0.2: 323746.0, 0.3: 323796.0, 0.4: 323809.0, 0.5: 323827.0, 0.6: 323841.0, 0.7: 323864.0, 0.8: 323869.0, 0.9: 323971.0}",0,323822.1666666667
122400,323756,324185,"{0.1: 323822.0, 0.2: 323833.0, 0.3: 323870.0, 0.4: 323872.0, 0.5: 323933.0, 0.6: 324019.0, 0.7: 324071.0, 0.8: 324159.0, 0.9: 324165.0}",147,323968.1666666667
126000,324230,325733,"{0.1: 324243.0, 0.2: 324245.0, 0.3: 324294.0, 0.4: 324363.0, 0.5: 324701.0, 0.6: 325218.0, 0.7: 325229.0, 0.8: 325483.0, 0.9: 325537.0}",0,324831.4166666667
129600,325556,327191,"{0.1: 326287.0, 0.2: 326303.0, 0.3: 326331.0, 0.4: 326361.0, 0.5: 326622.5, 0.6: 326960.0, 0.7: 327050.0, 0.8: 327069.0, 0.9: 327071.0}",116,326618.6666666667
133200,326981,327240,"{0.1: 326992.0, 0.2: 327020.0, 0.3: 327040.0, 0.4: 327049.0, 0.5: 327079.0, 0.6: 327122.0, 0.7: 327128.0, 0.8: 327136.0, 0.9: 327226.0}",0,327091.0
136800,326605,328518,"{0.1: 326980.0, 0.2: 326982.0, 0.3: 327029.0, 0.4: 327059.0, 0.5: 327274.5, 0.6: 328294.0, 0.7: 328441.0, 0.8: 328455.0, 0.9: 328509.0}",137,327618.4166666667
140400,327943,329189,"{0.1: 328215.0, 0.2: 328425.0, 0.3: 328524.0, 0.4: 328617.0, 0.5: 328670.0, 0.6: 328733.0, 0.7: 328753.0, 0.8: 328759.0, 0.9: 328784.0}",0,328606.8333333333
144000,327484,327890,"{0.1: 327540.0, 0.2: 327569.0, 0.3: 327582.0, 0.4: 327582.0, 0.5: 327597.0, 0.6: 327661.0, 0.7: 327767.0, 0.8: 327851.0, 0.9: 327869.0}",105,327665.75
147600,327613,328213,"{0.1: 327658.0, 0.2: 327678.0, 0.3: 327711.0, 0.4: 327842.0, 0.5: 327911.5, 0.6: 328017.0, 0.7: 328063.0, 0.8: 328075.0, 0.9: 328102.0}",0,327899.5833333333
151200,327730,328820,"{0.1: 327868.0, 0.2: 327894.0, 0.3: 327900.0, 0.4: 328090.0, 0.5: 328261.0, 0.6: 328696.0, 0.7: 328752.0, 0.8: 328777.0, 0.9: 328803.0}",110,328321.0
154800,327573,328249,"{0.1: 327730.0, 0.2: 327830.0, 0.3: 327850.0, 0.4: 327884.0, 0.5: 327960.5, 0.6: 328006.0, 0.7: 328015.0, 0.8: 328027.0, 0.9: 328147.0}",0,327936.0
158400,327642,328539,"{0.1: 327889.0, 0.2: 327991.0, 0.3: 328011.0, 0.4: 328068.0, 0.5: 328186.5, 0.6: 328324.0, 0.7: 328384.0, 0.8: 328406.0, 0.9: 328502.0}",91,328177.4166666667
162000,327328,328714,"{0.1: 327402.0, 0.2: 327503.0, 0.3: 327535.0, 0.4: 327543.0, 0.5: 327613.5, 0.6: 327623.0, 0.7: 327877.0, 0.8: 328188.0, 0.9: 328311.0}",0,327770.9166666667
165600,325731,327057,"{0.1: 325943.0, 0.2: 326120.0, 0.3: 326224.0, 0.4: 326301.0, 0.5: 326369.0, 0.6: 326524.0, 0.7: 326689.0, 0.8: 326832.0, 0.9: 326908.0}",151,326422.25
169200,324526,326153,"{0.1: 324528.0, 0.2: 324851.0, 0.3: 325041.0, 0.4: 325162.0, 0.5: 325622.5, 0.6: 325887.0, 0.7: 325905.0, 0.8: 326029.0, 0.9: 326053.0}",0,325448.3333333333
