,minimum,maximum,percentiles,delays,mean
61200,325215,325797,"{0.1: 325401.0, 0.2: 325499.0, 0.3: 325499.0, 0.4: 325544.0, 0.5: 325560.5, 0.6: 325586.0, 0.7: 325652.0, 0.8: 325712.0, 0.9: 325724.0}",240,325562.5
64800,324971,327391,"{0.1: 325161.0, 0.2: 325240.0, 0.3: 325349.0, 0.4: 325385.0, 0.5: 325450.5, 0.6: 326466.0, 0.7: 327093.0, 0.8: 327101.0, 0.9: 327195.0}",419,326021.0833333333
68400,326419,327495,"{0.1: 326637.0, 0.2: 326783.0, 0.3: 326821.0, 0.4: 326898.0, 0.5: 327010.5, 0.6: 327171.0, 0.7: 327178.0, 0.8: 327209.0, 0.9: 327296.0}",279,326994.0
72000,327056,328188,"{0.1: 327460.0, 0.2: 327504.0, 0.3: 327526.0, 0.4: 327536.0, 0.5: 327716.5, 0.6: 327784.0, 0.7: 327806.0, 0.8: 327886.0, 0.9: 328011.0}",502,327682.5
75600,327009,327520,"{0.1: 327124.0, 0.2: 327147.0, 0.3: 327214.0, 0.4: 327217.0, 0.5: 327250.5, 0.6: 327290.0, 0.7: 327339.0, 0.8: 327399.0, 0.9: 327501.0}",159,327271.75
79200,325948,330562,"{0.1: 326581.0, 0.2: 326771.0, 0.3: 326874.0, 0.4: 326886.0, 0.5: 327021.0, 0.6: 329806.0, 0.7: 330247.0, 0.8: 330473.0, 0.9: 330494.0}",605,328223.6666666667
82800,323935,329875,"{0.1: 323985.0, 0.2: 324145.0, 0.3: 324181.0, 0.4: 324188.0, 0.5: 324904.5, 0.6: 326507.0, 0.7: 328287.0, 0.8: 329675.0, 0.9: 329826.0}",106,326201.0833333333
86400,323666,324695,"{0.1: 323977.0, 0.2: 323989.0, 0.3: 323999.0, 0.4: 324078.0, 0.5: 324209.0, 0.6: 324376.0, 0.7: 324577.0, 0.8: 324603.0, 0.9: 324680.0}",336,324254.8333333333
90000,323346,324161,"{0.1: 323553.0, 0.2: 323566.0, 0.3: 323569.0, 0.4: 323777.0, 0.5: 323829.5, 0.6: 323921.0, 0.7: 323924.0, 0.8: 323964.0, 0.9: 324149.0}",174,323799.0833333333
93600,322685,323873,"{0.1: 322793.0, 0.2: 322917.0, 0.3: 322980.0, 0.4: 323019.0, 0.5: 323183.5, 0.6: 323406.0, 0.7: 323418.0, 0.8: 323522.0, 0.9: 323527.0}",378,323208.9166666667
97200,321489,322930,"{0.1: 322147.0, 0.2: 322152.0, 0.3: 322297.0, 0.4: 322349.0, 0.5: 322371.5, 0.6: 322443.0, 0.7: 322535.0, 0.8: 322768.0, 0.9: 322792.0}",190,322387.0833333333
100800,321282,322033,"{0.1: 321554.0, 0.2: 321577.0, 0.3: 321680.0, 0.4: 321762.0, 0.5: 321820.5, 0.6: 321876.0, 0.7: 321889.0, 0.8: 321893.0, 0.9: 321903.0}",453,321757.5
104400,321101,322801,"{0.1: 321115.0, 0.2: 321236.0, 0.3: 321311.0, 0.4: 321480.0, 0.5: 321574.0, 0.6: 321655.0, 0.7: 322084.0, 0.8: 322607.0, 0.9: 322697.0}",287,321769.5833333333
108000,322209,323799,"{0.1: 322626.0, 0.2: 322646.0, 0.3: 322704.0, 0.4: 322733.0, 0.5: 323037.5, 0.6: 323237.0, 0.7: 323363.0, 0.8: 323508.0, 0.9: 323643.0}",579,323045.25
111600,322731,323585,"{0.1: 322848.0, 0.2: 322855.0, 0.3: 322904.0, 0.4: 322907.0, 0.5: 323107.5, 0.6: 323140.0, 0.7: 323320.0, 0.8: 323330.0, 0.9: 323493.0}",248,323110.6666666667
115200,322259,323953,"{0.1: 322562.0, 0.2: 322620.0, 0.3: 322727.0, 0.4: 323134.0, 0.5: 323151.0, 0.6: 323407.0, 0.7: 323566.0, 0.8: 323691.0, 0.9: 323711.0}",367,323161.0
118800,323177,324090,"{0.1: 323494.0, 0.2: 323763.0, 0.3: 323828.0, 0.4: 323867.0, 0.5: 323890.5, 0.6: 323907.0, 0.7: 323934.0, 0.8: 323954.0, 0.9: 323991.0}",314,323815.5
122400,323477,324218,"{0.1: 323794.0, 0.2: 323830.0, 0.3: 323876.0, 0.4: 323901.0, 0.5: 323955.5, 0.6: 324044.0, 0.7: 324084.0, 0.8: 324187.0, 0.9: 324210.0}",292,323961.0
126000,324049,325744,"{0.1: 324243.0, 0.2: 324304.0, 0.3: 324344.0, 0.4: 324360.0, 0.5: 324494.0, 0.6: 325243.0, 0.7: 325253.0, 0.8: 325496.0, 0.9: 325556.0}",313,324798.3333333333
129600,325598,327212,"{0.1: 326209.0, 0.2: 326309.0, 0.3: 326322.0, 0.4: 326363.0, 0.5: 326380.5, 0.6: 327062.0, 0.7: 327088.0, 0.8: 327093.0, 0.9: 327096.0}",418,326592.75
133200,326716,327256,"{0.1: 326915.0, 0.2: 326997.0, 0.3: 327034.0, 0.4: 327064.0, 0.5: 327080.0, 0.6: 327106.0, 0.7: 327126.0, 0.8: 327172.0, 0.9: 327186.0}",290,327061.0
136800,326773,328650,"{0.1: 326791.0, 0.2: 327001.0, 0.3: 327045.0, 0.4: 327117.0, 0.5: 327167.0, 0.6: 328310.0, 0.7: 328455.0, 0.8: 328496.0, 0.9: 328525.0}",405,327624.75
140400,328093,329250,"{0.1: 328132.0, 0.2: 328236.0, 0.3: 328367.0, 0.4: 328475.0, 0.5: 328596.5, 0.6: 328718.0, 0.7: 328784.0, 0.8: 328820.0, 0.9: 328850.0}",466,328576.5
144000,327369,327904,"{0.1: 327579.0, 0.2: 327581.0, 0.3: 327592.0, 0.4: 327616.0, 0.5: 327663.0, 0.6: 327671.0, 0.7: 327782.0, 0.8: 327889.0, 0.9: 327902.0}",221,327684.25
147600,327416,328266,"{0.1: 327622.0, 0.2: 327681.0, 0.3: 327708.0, 0.4: 327752.0, 0.5: 327862.5, 0.6: 328052.0, 0.7: 328086.0, 0.8: 328126.0, 0.9: 328190.0}",399,327885.3333333333
151200,327676,328908,"{0.1: 327780.0, 0.2: 327912.0, 0.3: 327922.0, 0.4: 327949.0, 0.5: 328204.5, 0.6: 328598.0, 0.7: 328758.0, 0.8: 328824.0, 0.9: 328828.0}",404,328297.0
154800,327503,328197,"{0.1: 327619.0, 0.2: 327890.0, 0.3: 327904.0, 0.4: 327917.0, 0.5: 327995.0, 0.6: 328069.0, 0.7: 328086.0, 0.8: 328110.0, 0.9: 328194.0}",224,327956.5833333333
158400,327701,328562,"{0.1: 327714.0, 0.2: 327948.0, 0.3: 328077.0, 0.4: 328084.0, 0.5: 328194.0, 0.6: 328323.0, 0.7: 328405.0, 0.8: 328514.0, 0.9: 328562.0}",422,328189.8333333333
162000,327020,328434,"{0.1: 327353.0, 0.2: 327496.0, 0.3: 327553.0, 0.4: 327579.0, 0.5: 327645.0, 0.6: 327666.0, 0.7: 327977.0, 0.8: 328217.0, 0.9: 328235.0}",287,327735.0
165600,325762,327238,"{0.1: 326026.0, 0.2: 326027.0, 0.3: 326188.0, 0.4: 326285.0, 0.5: 326386.0, 0.6: 326557.0, 0.7: 326744.0, 0.8: 326850.0, 0.9: 326957.0}",312,326450.5
169200,324555,326208,"{0.1: 324583.0, 0.2: 324988.0, 0.3: 325088.0, 0.4: 325182.0, 0.5: 325372.0, 0.6: 325910.0, 0.7: 325930.0, 0.8: 326106.0, 0.9: 326107.0}",217,325450.0833333333
