,minimum,maximum,percentiles,delays,mean
43200,323541,325009,"{0.1: 323728.0, 0.2: 323947.0, 0.3: 324012.0, 0.4: 324059.0, 0.5: 324238.5, 0.6: 324273.0, 0.7: 324287.0, 0.8: 324504.0, 0.9: 324926.0}",1888,324230.25
46800,323696,324284,"{0.1: 323787.0, 0.2: 323825.0, 0.3: 323876.0, 0.4: 323883.0, 0.5: 323904.0, 0.6: 323944.0, 0.7: 324049.0, 0.8: 324086.0, 0.9: 324109.0}",1325,323945.5833333333
50400,323625,326626,"{0.1: 323708.0, 0.2: 323746.0, 0.3: 323762.0, 0.4: 323763.0, 0.5: 323801.5, 0.6: 324115.0, 0.7: 324386.0, 0.8: 324815.0, 0.9: 325180.0}",1912,324277.4166666667
54000,326677,327856,"{0.1: 326800.0, 0.2: 326859.0, 0.3: 326880.0, 0.4: 326930.0, 0.5: 327019.5, 0.6: 327054.0, 0.7: 327093.0, 0.8: 327545.0, 0.9: 327632.0}",1830,327113.75
57600,325368,326631,"{0.1: 325403.0, 0.2: 325431.0, 0.3: 325443.0, 0.4: 325451.0, 0.5: 325493.5, 0.6: 325801.0, 0.7: 325804.0, 0.8: 325858.0, 0.9: 326182.0}",1627,325696.5833333333
61200,325434,325739,"{0.1: 325439.0, 0.2: 325441.0, 0.3: 325460.0, 0.4: 325464.0, 0.5: 325551.0, 0.6: 325608.0, 0.7: 325630.0, 0.8: 325635.0, 0.9: 325732.0}",1513,325557.0
64800,324909,327038,"{0.1: 325007.0, 0.2: 325308.0, 0.3: 325334.0, 0.4: 325335.0, 0.5: 325522.0, 0.6: 325851.0, 0.7: 326322.0, 0.8: 326923.0, 0.9: 327032.0}",1951,325841.9166666667
68400,326589,327309,"{0.1: 326612.0, 0.2: 326636.0, 0.3: 326691.0, 0.4: 326822.0, 0.5: 326856.0, 0.6: 327070.0, 0.7: 327121.0, 0.8: 327152.0, 0.9: 327223.0}",1890,326911.4166666667
72000,327361,328141,"{0.1: 327400.0, 0.2: 327409.0, 0.3: 327413.0, 0.4: 327416.0, 0.5: 327625.5, 0.6: 327747.0, 0.7: 327829.0, 0.8: 327974.0, 0.9: 328016.0}",1874,327663.0833333333
75600,327042,327674,"{0.1: 327129.0, 0.2: 327154.0, 0.3: 327161.0, 0.4: 327179.0, 0.5: 327191.0, 0.6: 327239.0, 0.7: 327330.0, 0.8: 327410.0, 0.9: 327605.0}",1154,327275.4166666667
79200,326367,330468,"{0.1: 326694.0, 0.2: 326737.0, 0.3: 326775.0, 0.4: 327026.0, 0.5: 327074.0, 0.6: 327449.0, 0.7: 329698.0, 0.8: 330349.0, 0.9: 330359.0}",2502,328005.8333333333
82800,324078,330108,"{0.1: 324312.0, 0.2: 324324.0, 0.3: 324333.0, 0.4: 324346.0, 0.5: 325352.0, 0.6: 327697.0, 0.7: 329548.0, 0.8: 329756.0, 0.9: 329877.0}",464,326590.25
86400,323994,324773,"{0.1: 324007.0, 0.2: 324020.0, 0.3: 324174.0, 0.4: 324192.0, 0.5: 324373.5, 0.6: 324556.0, 0.7: 324639.0, 0.8: 324668.0, 0.9: 324709.0}",0,324373.25
90000,323599,324275,"{0.1: 323601.0, 0.2: 323637.0, 0.3: 323757.0, 0.4: 323769.0, 0.5: 323930.5, 0.6: 323966.0, 0.7: 323967.0, 0.8: 324016.0, 0.9: 324183.0}",0,323885.9166666667
93600,322772,323784,"{0.1: 322913.0, 0.2: 323017.0, 0.3: 323022.0, 0.4: 323184.0, 0.5: 323292.0, 0.6: 323358.0, 0.7: 323399.0, 0.8: 323545.0, 0.9: 323611.0}",0,323265.75
97200,321825,322997,"{0.1: 322112.0, 0.2: 322186.0, 0.3: 322283.0, 0.4: 322292.0, 0.5: 322366.5, 0.6: 322527.0, 0.7: 322600.0, 0.8: 322788.0, 0.9: 322918.0}",0,322438.4166666667
100800,321572,322325,"{0.1: 321582.0, 0.2: 321617.0, 0.3: 321634.0, 0.4: 321771.0, 0.5: 321864.0, 0.6: 321879.0, 0.7: 321893.0, 0.8: 321906.0, 0.9: 321946.0}",0,321821.0833333333
104400,321103,322782,"{0.1: 321179.0, 0.2: 321344.0, 0.3: 321418.0, 0.4: 321562.0, 0.5: 321598.0, 0.6: 321632.0, 0.7: 322076.0, 0.8: 322582.0, 0.9: 322672.0}",0,321795.5
108000,322594,323851,"{0.1: 322615.0, 0.2: 322722.0, 0.3: 322805.0, 0.4: 322952.0, 0.5: 323030.0, 0.6: 323367.0, 0.7: 323404.0, 0.8: 323750.0, 0.9: 323778.0}",0,323158.1666666667
111600,322719,323573,"{0.1: 322777.0, 0.2: 322827.0, 0.3: 322870.0, 0.4: 323089.0, 0.5: 323201.5, 0.6: 323317.0, 0.7: 323321.0, 0.8: 323408.0, 0.9: 323442.0}",0,323145.5
115200,322569,323680,"{0.1: 322687.0, 0.2: 322845.0, 0.3: 322962.0, 0.4: 323136.0, 0.5: 323207.5, 0.6: 323386.0, 0.7: 323551.0, 0.8: 323657.0, 0.9: 323669.0}",0,323213.0833333333
118800,323727,324018,"{0.1: 323759.0, 0.2: 323812.0, 0.3: 323818.0, 0.4: 323821.0, 0.5: 323848.0, 0.6: 323864.0, 0.7: 323894.0, 0.8: 323934.0, 0.9: 323987.0}",0,323860.8333333333
122400,323835,324193,"{0.1: 323868.0, 0.2: 323869.0, 0.3: 323888.0, 0.4: 323935.0, 0.5: 323973.5, 0.6: 324052.0, 0.7: 324087.0, 0.8: 324162.0, 0.9: 324180.0}",0,324001.3333333333
126000,324236,325733,"{0.1: 324247.0, 0.2: 324254.0, 0.3: 324304.0, 0.4: 324385.0, 0.5: 324703.0, 0.6: 325220.0, 0.7: 325238.0, 0.8: 325493.0, 0.9: 325535.0}",0,324837.5833333333
129600,325772,326959,"{0.1: 326270.0, 0.2: 326307.0, 0.3: 326319.0, 0.4: 326359.0, 0.5: 326556.5, 0.6: 326870.0, 0.7: 326885.0, 0.8: 326904.0, 0.9: 326954.0}",620,326559.3333333333
133200,326757,327132,"{0.1: 326830.0, 0.2: 326885.0, 0.3: 326891.0, 0.4: 326929.0, 0.5: 326947.0, 0.6: 326964.0, 0.7: 327036.0, 0.8: 327039.0, 0.9: 327061.0}",1512,326951.5
136800,326736,328338,"{0.1: 326804.0, 0.2: 326850.0, 0.3: 326851.0, 0.4: 326855.0, 0.5: 326899.5, 0.6: 327267.0, 0.7: 327744.0, 0.8: 328119.0, 0.9: 328217.0}",2114,327298.3333333333
140400,328106,328998,"{0.1: 328323.0, 0.2: 328324.0, 0.3: 328379.0, 0.4: 328431.0, 0.5: 328472.5, 0.6: 328527.0, 0.7: 328548.0, 0.8: 328571.0, 0.9: 328645.0}",2066,328483.0833333333
144000,327495,327865,"{0.1: 327514.0, 0.2: 327521.0, 0.3: 327530.0, 0.4: 327536.0, 0.5: 327580.0, 0.6: 327656.0, 0.7: 327721.0, 0.8: 327791.0, 0.9: 327817.0}",1471,327633.8333333333
147600,327599,328187,"{0.1: 327601.0, 0.2: 327650.0, 0.3: 327668.0, 0.4: 327807.0, 0.5: 327834.0, 0.6: 327908.0, 0.7: 327990.0, 0.8: 328022.0, 0.9: 328039.0}",2003,327844.9166666667
151200,327822,328784,"{0.1: 327845.0, 0.2: 327855.0, 0.3: 327898.0, 0.4: 327974.0, 0.5: 328101.0, 0.6: 328651.0, 0.7: 328710.0, 0.8: 328731.0, 0.9: 328760.0}",1640,328269.3333333333
154800,327531,328287,"{0.1: 327679.0, 0.2: 327719.0, 0.3: 327777.0, 0.4: 327813.0, 0.5: 327902.0, 0.6: 327956.0, 0.7: 327962.0, 0.8: 328102.0, 0.9: 328117.0}",1471,327895.5833333333
158400,327766,328485,"{0.1: 327796.0, 0.2: 327898.0, 0.3: 327923.0, 0.4: 327939.0, 0.5: 328017.0, 0.6: 328250.0, 0.7: 328278.0, 0.8: 328326.0, 0.9: 328364.0}",2002,328088.25
162000,327261,328688,"{0.1: 327294.0, 0.2: 327452.0, 0.3: 327508.0, 0.4: 327536.0, 0.5: 327557.5, 0.6: 327758.0, 0.7: 328020.0, 0.8: 328218.0, 0.9: 328465.0}",1226,327776.25
165600,325840,327463,"{0.1: 326186.0, 0.2: 326249.0, 0.3: 326310.0, 0.4: 326401.0, 0.5: 326503.0, 0.6: 326618.0, 0.7: 326732.0, 0.8: 326803.0, 0.9: 327257.0}",737,326572.0833333333
169200,324673,326278,"{0.1: 324714.0, 0.2: 325104.0, 0.3: 325124.0, 0.4: 325253.0, 0.5: 325726.0, 0.6: 325972.0, 0.7: 326041.0, 0.8: 326134.0, 0.9: 326255.0}",0,325583.3333333333
